item_id,category,stock_level,reorder_point,reorder_frequency_days,lead_time_days,daily_demand,demand_std_dev,item_popularity_score,storage_location_id
ITM12044,Groceries,406,29,11,8,4.34,9.85,0.5,L72
ITM12045,Pharma,275,33,14,6,14.36,8.61,0.75,L49
ITM12046,Automotive,206,93,7,5,29.34,9.34,0.4,L83
ITM12047,Apparel,95,74,6,5,35.33,7.99,0.96,L43
ITM12048,Groceries,196,74,5,9,33.08,4.84,0.16,L17
ITM12049,Apparel,334,90,12,4,3.4,2.45,0.68,L86
ITM12050,Pharma,306,10,3,4,6.08,2.48,0.8,L90
ITM12051,Apparel,368,12,5,6,7.3,1.94,0.52,L95
ITM12052,Electronics,274,55,5,7,5.48,5.69,0.78,L88
ITM12053,Groceries,344,64,9,7,9.73,9.24,0.93,L68
ITM12054,Apparel,209,84,9,9,34.74,9.92,0.77,L12
ITM12055,Pharma,327,97,14,7,41.71,3.23,0.38,L83
ITM12056,Pharma,364,95,3,5,21.03,7.12,0.61,L86
ITM12057,Apparel,146,73,5,2,34.95,6.17,0.92,L55
ITM12058,Pharma,444,54,10,7,10.8,5.14,0.5,L66
ITM12059,Automotive,306,35,11,3,48.69,6.82,0.71,L47
ITM12060,Automotive,273,86,9,9,18.15,4.03,0.52,L3
ITM12061,Automotive,232,74,9,6,42.45,9.47,0.21,L47
ITM12062,Electronics,269,33,14,7,47.32,7.2,0.15,L40
ITM12063,Apparel,103,83,13,3,43.37,7.66,0.96,L24
ITM12064,Electronics,402,44,10,7,4.29,2.8,0.65,L28
ITM12065,Pharma,425,33,8,2,32.87,2.1,0.19,L44
ITM12066,Electronics,407,37,13,2,6.88,4.25,0.87,L99
ITM12067,Pharma,32,89,5,7,1.28,7.78,0.57,L63
ITM12068,Pharma,64,25,3,9,3.54,9.42,0.79,L25
ITM12069,Groceries,146,68,9,9,45.89,4.56,0.21,L29
ITM12070,Automotive,445,90,3,3,45.51,7.85,0.92,L18
ITM12071,Pharma,133,63,3,6,12.07,4.97,0.63,L20
ITM12072,Groceries,452,88,11,3,27.81,3.3,0.76,L10
ITM12073,Automotive,295,25,12,6,47.8,7.52,0.13,L38
ITM12074,Pharma,224,24,9,7,25.34,8.08,0.38,L13
ITM12075,Pharma,356,20,13,6,20.29,2.43,0.34,L65
ITM12076,Electronics,457,74,6,4,24.68,3.4,0.95,L99
ITM12077,Electronics,439,88,8,5,39.72,5.2,0.27,L70
ITM12078,Automotive,404,99,3,8,24.39,2.27,0.74,L95
ITM12079,Pharma,418,77,9,5,39.38,9.32,0.14,L68
ITM12080,Apparel,480,52,14,2,22.15,6.12,0.28,L5
ITM12081,Electronics,292,78,8,4,13.35,1.65,0.4,L85
ITM12082,Automotive,427,22,6,5,17.0,2.25,0.82,L44
ITM12083,Pharma,77,19,9,7,4.81,9.57,0.81,L99
ITM12084,Pharma,347,84,5,6,25.37,7.51,0.96,L80
ITM12085,Apparel,238,91,3,6,8.26,7.48,0.93,L17
ITM12086,Automotive,128,50,6,3,40.77,1.19,0.17,L77
ITM12087,Pharma,298,59,5,3,21.61,9.01,0.85,L49
ITM12088,Electronics,193,96,3,9,38.49,4.72,0.51,L20
ITM12089,Apparel,347,80,4,6,47.77,6.77,0.88,L21
ITM12090,Automotive,283,68,13,9,42.62,9.62,0.18,L24
ITM12091,Apparel,334,48,7,7,47.62,1.45,0.84,L89
ITM12092,Electronics,493,12,10,6,28.83,5.08,0.24,L99
ITM12093,Automotive,130,85,3,3,9.1,0.97,0.4,L80
ITM12094,Apparel,206,16,6,5,46.83,5.25,0.13,L22
ITM12095,Groceries,288,58,6,9,43.56,2.9,0.21,L93
ITM12096,Electronics,442,35,7,9,43.36,9.16,0.5,L57
ITM12097,Electronics,248,42,9,2,34.97,4.29,0.84,L6
ITM12098,Electronics,175,57,14,3,31.62,6.52,0.8,L53
ITM12099,Groceries,492,88,10,7,1.72,8.67,0.31,L47
ITM12100,Groceries,208,11,8,9,37.65,9.85,0.24,L87
ITM12101,Pharma,291,80,3,5,5.49,5.29,0.45,L93
ITM12102,Apparel,394,41,9,5,13.73,4.83,0.89,L31
ITM12103,Pharma,21,13,5,5,28.02,1.22,0.18,L57
ITM12104,Apparel,265,29,8,4,23.13,0.62,0.59,L79
ITM12105,Groceries,229,45,10,4,1.77,6.28,0.18,L37
ITM12106,Groceries,420,41,9,8,41.38,1.12,0.52,L97
ITM12107,Pharma,305,37,12,5,44.06,4.11,0.21,L96
ITM12108,Automotive,378,86,8,9,34.41,0.53,0.17,L58
ITM12109,Pharma,32,10,11,7,27.51,6.34,0.27,L30
ITM12110,Apparel,115,69,11,6,48.08,4.54,0.33,L69
ITM12111,Pharma,240,65,3,7,6.88,1.71,0.35,L31
ITM12112,Electronics,257,44,3,4,37.16,3.32,0.68,L40
ITM12113,Apparel,113,39,3,3,7.29,5.91,0.15,L61
ITM12114,Apparel,357,63,10,9,19.71,6.74,0.17,L25
ITM12115,Automotive,288,45,14,8,29.69,4.89,0.27,L48
ITM12116,Groceries,190,64,14,4,37.12,8.14,0.88,L87
ITM12117,Apparel,488,98,12,6,1.18,1.57,0.67,L74
ITM12118,Groceries,113,89,9,2,13.77,1.3,0.76,L57
ITM12119,Pharma,168,67,5,8,27.37,0.92,0.43,L60
ITM12120,Electronics,131,92,4,4,27.11,5.59,0.29,L99
ITM12121,Automotive,74,74,6,7,32.24,7.21,0.13,L37
ITM12122,Groceries,356,78,5,8,15.89,1.74,0.54,L100
ITM12123,Apparel,443,60,9,9,27.49,6.57,0.62,L49
ITM12124,Groceries,486,31,12,7,10.3,5.03,0.91,L65
ITM12125,Apparel,135,97,10,5,10.16,9.88,0.89,L68
ITM12126,Groceries,162,62,8,5,29.25,7.32,0.48,L54
ITM12127,Apparel,220,45,5,5,34.59,6.75,0.48,L21
ITM12128,Pharma,199,77,8,8,6.9,5.92,0.25,L26
ITM12129,Apparel,221,45,4,2,7.02,9.97,0.33,L78
ITM12130,Apparel,383,61,14,6,28.7,9.81,0.93,L18
ITM12131,Electronics,498,62,9,9,14.23,5.61,0.23,L33
ITM12132,Apparel,72,91,13,8,20.23,4.82,0.97,L7
ITM12133,Electronics,490,59,12,3,20.64,4.89,0.55,L83
ITM12134,Automotive,403,89,9,9,9.75,4.57,0.51,L62
ITM12135,Electronics,199,50,6,7,1.06,5.55,0.26,L48
ITM12136,Pharma,433,27,10,7,42.8,3.1,0.7,L71
ITM12137,Electronics,436,31,6,8,36.04,9.3,0.51,L14
ITM12138,Automotive,332,75,9,8,34.84,5.16,0.43,L92
ITM12139,Pharma,327,30,6,6,27.78,8.5,0.34,L67
ITM12140,Groceries,156,53,14,2,35.35,5.02,0.16,L16
ITM12141,Groceries,201,56,7,8,46.85,7.32,0.57,L37
ITM12142,Electronics,386,48,9,5,33.62,3.7,0.38,L11
ITM12143,Electronics,20,38,12,6,13.99,6.44,0.74,L98
ITM12144,Automotive,63,63,5,3,28.96,5.23,0.75,L21
ITM12145,Automotive,246,99,12,5,22.67,3.99,0.4,L35
ITM12146,Apparel,350,94,7,3,28.26,8.87,0.7,L58
ITM12147,Automotive,117,26,13,4,26.36,1.57,0.33,L66
ITM12148,Apparel,227,89,5,3,43.08,5.13,0.75,L19
ITM12149,Pharma,284,69,7,5,32.94,2.35,0.11,L56
ITM12150,Electronics,307,40,5,4,10.25,8.68,0.24,L12
ITM12151,Pharma,290,82,13,5,4.09,2.91,0.32,L29
ITM12152,Automotive,159,87,12,7,21.79,6.52,0.8,L58
ITM12153,Pharma,256,58,13,5,1.76,2.07,0.16,L45
ITM12154,Pharma,481,11,9,4,16.6,4.35,0.27,L4
ITM12155,Pharma,460,57,3,3,19.03,9.04,0.42,L54
ITM12156,Automotive,411,23,11,7,19.4,2.08,0.11,L7
ITM12157,Pharma,91,68,11,2,48.99,6.8,0.79,L51
ITM12158,Apparel,174,67,7,2,15.89,2.44,0.6,L65
ITM12159,Automotive,209,67,11,9,14.0,4.45,0.91,L48
ITM12160,Pharma,287,60,12,2,7.34,5.64,0.13,L31
ITM12161,Automotive,340,93,8,2,26.04,5.98,0.34,L50
ITM12162,Groceries,126,11,7,6,8.53,6.22,0.76,L11
ITM12163,Apparel,251,50,5,2,31.2,6.58,0.71,L48
ITM12164,Pharma,61,92,13,4,8.6,3.08,0.32,L29
ITM12165,Groceries,209,91,13,8,29.26,4.31,0.64,L4
ITM12166,Groceries,390,25,10,2,41.49,0.85,0.81,L41
ITM12167,Automotive,158,13,6,5,3.08,7.8,0.13,L13
ITM12168,Groceries,122,21,12,8,21.57,8.45,0.75,L92
ITM12169,Apparel,190,38,5,2,23.59,2.39,0.33,L84
ITM12170,Apparel,370,16,8,8,39.76,2.41,0.95,L43
ITM12171,Electronics,292,23,10,3,23.93,0.9,0.58,L19
ITM12172,Apparel,435,21,11,4,28.81,9.72,0.13,L18
ITM12173,Groceries,240,14,8,4,39.77,8.17,0.46,L5
ITM12174,Apparel,232,90,7,9,28.43,3.93,0.97,L37
ITM12175,Automotive,360,41,14,8,18.56,5.08,0.76,L61
ITM12176,Electronics,443,83,13,9,5.21,3.27,0.37,L90
ITM12177,Groceries,426,52,4,7,36.77,6.17,0.62,L18
ITM12178,Electronics,75,90,4,6,43.69,7.31,0.64,L98
ITM12179,Groceries,409,78,11,5,48.53,4.75,0.12,L91
ITM12180,Automotive,361,54,4,8,46.4,8.8,0.26,L61
ITM12181,Electronics,453,18,4,4,40.07,5.41,0.6,L58
ITM12182,Pharma,121,58,5,9,32.53,1.87,0.46,L79
ITM12183,Groceries,440,42,5,3,39.29,6.41,0.27,L1
ITM12184,Pharma,211,27,6,2,22.17,4.89,0.8,L11
ITM12185,Electronics,329,18,9,4,30.14,9.39,0.54,L3
ITM12186,Pharma,219,71,11,3,18.09,4.22,0.38,L33
ITM12187,Pharma,252,66,4,2,17.01,4.33,0.25,L28
ITM12188,Electronics,452,38,6,6,38.08,6.68,0.65,L20
ITM12189,Automotive,246,87,11,4,23.24,5.51,0.7,L71
ITM12190,Pharma,390,34,4,9,11.4,4.06,0.7,L94
ITM12191,Pharma,158,24,12,4,10.89,9.9,0.3,L78
ITM12192,Automotive,363,15,13,8,43.1,3.37,0.64,L68
ITM12193,Pharma,324,51,3,8,34.21,3.14,0.91,L55
ITM12194,Pharma,168,38,12,3,27.76,8.71,0.42,L15
ITM12195,Pharma,134,88,10,9,20.65,0.53,0.29,L100
ITM12196,Apparel,469,13,11,7,22.11,2.41,0.79,L37
ITM12197,Automotive,82,91,9,8,3.81,6.11,0.26,L31
ITM12198,Pharma,123,66,10,5,23.29,2.04,0.33,L39
ITM12199,Automotive,358,58,6,6,39.98,9.87,0.19,L16
ITM12200,Groceries,378,53,6,5,20.01,4.91,0.34,L7
ITM12201,Groceries,175,89,4,4,19.8,6.17,0.47,L31
ITM12202,Pharma,292,84,10,5,1.77,2.02,0.16,L54
ITM12203,Automotive,25,23,13,2,23.43,3.25,0.88,L82
ITM12204,Automotive,166,12,4,6,2.24,6.34,0.56,L80
ITM12205,Automotive,203,71,11,5,28.95,5.72,0.63,L59
ITM12206,Apparel,47,73,6,2,25.83,7.95,0.43,L9
ITM12207,Groceries,469,54,3,3,42.16,3.06,0.7,L15
ITM12208,Automotive,57,91,6,5,29.51,6.71,0.49,L64
ITM12209,Automotive,138,67,5,6,16.85,3.26,0.79,L77
ITM12210,Apparel,312,29,14,2,26.3,6.07,0.84,L69
ITM12211,Apparel,390,67,8,5,35.29,6.25,0.7,L3
ITM12212,Automotive,263,98,9,3,5.6,1.66,0.54,L81
ITM12213,Electronics,87,66,10,5,31.43,5.71,0.8,L66
ITM12214,Automotive,233,86,4,2,45.91,0.61,0.54,L74
ITM12215,Automotive,237,77,8,5,15.66,5.26,0.2,L31
ITM12216,Apparel,196,87,8,6,31.7,7.13,0.2,L92
ITM12217,Apparel,318,61,12,4,41.25,1.19,0.95,L19
ITM12218,Automotive,183,46,14,9,26.08,9.42,0.29,L38
ITM12219,Automotive,77,17,7,9,36.18,4.86,0.83,L55
ITM12220,Automotive,288,53,12,2,16.24,9.41,0.32,L1
ITM12221,Apparel,327,14,12,2,16.0,1.52,0.49,L79
ITM12222,Automotive,77,78,9,2,33.71,9.52,0.69,L46
ITM12223,Automotive,307,40,5,2,35.57,1.54,0.24,L31
ITM12224,Pharma,484,54,6,5,46.91,4.88,0.76,L74
ITM12225,Electronics,124,18,12,6,12.02,9.41,0.72,L54
ITM12226,Groceries,247,41,11,9,23.94,2.71,0.59,L24
ITM12227,Electronics,266,42,6,3,13.28,0.83,0.61,L86
ITM12228,Pharma,207,76,5,9,4.92,8.03,0.2,L86
ITM12229,Groceries,102,39,4,6,20.76,6.16,0.49,L11
ITM12230,Automotive,205,85,7,2,19.33,5.38,0.18,L68
ITM12231,Pharma,271,38,6,7,14.25,0.83,0.38,L47
ITM12232,Automotive,374,12,10,5,15.55,6.71,0.91,L9
ITM12233,Apparel,257,99,9,7,18.66,2.13,0.62,L68
ITM12234,Pharma,379,66,8,5,49.45,9.35,0.77,L70
ITM12235,Apparel,203,39,13,2,39.36,7.01,0.62,L65
ITM12236,Pharma,303,18,14,5,4.5,7.22,0.27,L65
ITM12237,Pharma,404,35,4,2,43.75,2.71,0.64,L71
ITM12238,Apparel,445,11,5,6,32.03,8.87,0.78,L3
ITM12239,Groceries,229,71,12,8,44.64,5.61,0.22,L50
ITM12240,Electronics,323,12,11,4,17.74,8.64,0.84,L61
ITM12241,Automotive,315,55,11,5,23.76,3.07,0.6,L6
ITM12242,Pharma,116,77,7,2,44.92,7.68,0.1,L82
ITM12243,Automotive,466,34,5,7,14.36,5.96,0.57,L50
ITM12244,Apparel,479,60,4,2,45.86,0.96,0.46,L48
ITM12245,Automotive,475,22,10,7,41.6,4.35,0.37,L33
ITM12246,Apparel,491,53,8,9,49.05,2.25,0.79,L96
ITM12247,Automotive,227,44,12,5,16.89,3.91,0.91,L3
ITM12248,Electronics,389,64,13,3,12.55,4.14,0.79,L46
ITM12249,Electronics,407,96,14,7,17.21,5.01,0.86,L9
ITM12250,Electronics,441,18,9,2,47.78,6.2,0.92,L45
ITM12251,Electronics,430,11,3,5,17.32,5.92,0.92,L31
ITM12252,Electronics,156,70,3,2,28.7,0.87,0.2,L94
ITM12253,Electronics,386,50,12,3,20.78,7.63,0.51,L85
ITM12254,Apparel,419,53,4,4,20.41,9.52,0.1,L81
ITM12255,Pharma,203,73,12,8,10.48,3.81,0.56,L14
ITM12256,Automotive,95,40,5,8,27.32,2.21,0.93,L99
ITM12257,Electronics,306,56,14,3,42.62,5.63,0.28,L75
ITM12258,Apparel,491,11,3,6,3.42,7.2,0.68,L95
ITM12259,Apparel,394,91,7,5,44.57,6.95,0.68,L97
ITM12260,Apparel,161,86,5,3,33.61,6.32,0.24,L43
ITM12261,Pharma,256,78,3,4,31.22,1.89,0.31,L18
ITM12262,Automotive,44,67,10,2,31.67,8.45,0.52,L6
ITM12263,Pharma,309,53,14,5,15.52,4.54,0.27,L46
ITM12264,Groceries,86,83,13,9,21.34,2.6,0.63,L70
ITM12265,Apparel,269,65,8,7,40.17,1.32,0.54,L44
ITM12266,Groceries,427,52,11,3,16.01,4.46,0.57,L83
ITM12267,Electronics,137,98,5,9,24.03,6.37,0.22,L23
ITM12268,Electronics,92,43,11,9,1.96,6.82,0.57,L100
ITM12269,Pharma,301,39,11,4,36.94,9.65,0.14,L88
ITM12270,Automotive,423,80,14,9,21.47,1.95,0.89,L60
ITM12271,Groceries,467,79,14,3,26.74,9.86,0.41,L90
ITM12272,Automotive,379,64,3,6,6.62,6.72,0.87,L62
ITM12273,Pharma,29,76,5,8,49.59,4.82,0.73,L81
ITM12274,Electronics,230,22,8,8,15.82,8.94,0.79,L24
ITM12275,Automotive,342,12,10,5,32.11,7.1,0.38,L18
ITM12276,Automotive,171,35,6,2,29.48,3.81,0.3,L9
ITM12277,Electronics,24,66,7,4,39.47,8.9,0.47,L92
ITM12278,Groceries,214,33,11,3,15.4,6.83,0.12,L100
ITM12279,Electronics,461,62,8,5,38.04,7.14,0.93,L59
ITM12280,Automotive,302,79,14,3,19.74,9.02,0.45,L5
ITM12281,Groceries,483,52,9,5,21.15,4.76,0.99,L38
ITM12282,Groceries,132,69,9,8,33.96,6.74,0.79,L26
ITM12283,Electronics,290,67,6,9,39.43,7.57,0.17,L6
ITM12284,Automotive,182,58,6,6,33.68,4.81,0.69,L26
ITM12285,Pharma,479,51,6,3,45.09,1.29,0.34,L6
ITM12286,Automotive,124,85,13,6,14.97,7.83,0.32,L41
ITM12287,Apparel,200,75,7,7,45.13,0.95,0.33,L40
ITM12288,Pharma,63,20,7,7,7.41,7.32,0.92,L66
ITM12289,Groceries,301,99,10,9,33.32,9.15,0.55,L51
ITM12290,Pharma,194,27,11,8,27.83,3.8,0.7,L70
ITM12291,Groceries,181,94,4,4,25.24,1.47,0.35,L61
ITM12292,Groceries,490,61,13,6,16.23,2.71,0.57,L33
ITM12293,Pharma,370,55,9,5,25.68,5.84,0.42,L5
ITM12294,Groceries,453,53,3,4,8.93,9.46,0.39,L97
ITM12295,Groceries,359,31,3,3,19.1,5.37,0.32,L83
ITM12296,Apparel,159,62,6,3,5.84,1.57,0.47,L25
ITM12297,Automotive,490,68,12,5,29.02,6.46,0.69,L37
ITM12298,Automotive,151,39,9,2,5.69,7.46,0.3,L46
ITM12299,Apparel,106,17,4,9,8.86,4.24,0.97,L100
ITM12300,Pharma,195,66,13,2,5.19,7.35,0.21,L7
ITM12301,Electronics,202,82,4,9,19.68,3.59,0.53,L84
ITM12302,Electronics,387,29,3,3,42.26,8.0,0.18,L43
ITM12303,Electronics,148,34,12,9,45.44,3.74,0.12,L35
ITM12304,Apparel,265,28,4,8,4.52,2.93,0.93,L16
ITM12305,Apparel,108,14,9,8,32.09,8.85,0.83,L48
ITM12306,Groceries,85,84,11,5,34.53,5.71,0.72,L56
ITM12307,Electronics,177,88,8,2,27.15,3.21,0.88,L52
ITM12308,Pharma,406,81,12,6,33.68,9.38,0.82,L96
ITM12309,Pharma,397,92,4,3,12.45,7.06,0.68,L57
ITM12310,Electronics,168,96,14,7,24.99,2.6,0.86,L50
ITM12311,Electronics,492,36,12,6,20.15,6.34,0.45,L44
ITM12312,Electronics,359,49,12,5,5.4,8.77,0.6,L24
ITM12313,Apparel,452,35,11,7,31.65,7.11,0.8,L64
ITM12314,Apparel,135,36,9,6,25.27,2.83,0.18,L89
ITM12315,Apparel,233,71,13,2,14.48,6.66,0.87,L64
ITM12316,Automotive,488,92,3,9,24.21,6.38,0.24,L48
ITM12317,Pharma,465,59,14,8,38.99,8.3,0.88,L67
ITM12318,Pharma,391,51,11,2,40.28,2.19,0.38,L35
ITM12319,Groceries,313,38,4,7,32.83,7.15,0.39,L11
ITM12320,Apparel,272,48,6,9,23.92,0.76,0.17,L94
ITM12321,Automotive,162,69,11,9,29.21,7.11,0.9,L55
ITM12322,Automotive,269,50,6,9,19.87,9.62,0.26,L11
ITM12323,Pharma,385,42,5,4,7.2,2.16,0.67,L56
ITM12324,Apparel,455,92,3,8,19.9,3.46,0.68,L78
ITM12325,Groceries,482,92,9,3,26.99,6.04,0.35,L24
ITM12326,Apparel,321,25,8,7,30.34,7.46,0.99,L70
ITM12327,Electronics,44,32,12,5,46.85,3.77,0.16,L38
ITM12328,Apparel,296,16,6,3,39.09,6.81,0.65,L42
ITM12329,Electronics,491,35,8,6,8.45,9.04,0.53,L14
ITM12330,Electronics,396,21,8,8,9.53,7.4,0.32,L11
ITM12331,Groceries,397,81,6,5,5.92,7.25,0.25,L42
ITM12332,Pharma,408,14,8,5,37.17,4.13,0.76,L85
ITM12333,Apparel,89,78,12,2,35.6,9.16,0.92,L38
ITM12334,Electronics,132,58,13,6,49.33,3.13,0.2,L40
ITM12335,Apparel,382,35,10,2,26.58,2.45,0.27,L58
ITM12336,Pharma,131,14,5,2,41.49,3.96,0.99,L78
ITM12337,Pharma,383,31,6,9,29.25,6.68,0.11,L92
ITM12338,Automotive,322,88,12,8,43.83,8.69,0.56,L55
ITM12339,Pharma,490,22,14,4,36.33,1.75,0.56,L22
ITM12340,Groceries,471,37,3,2,32.5,8.23,0.34,L89
ITM12341,Electronics,110,42,6,3,28.69,8.22,0.7,L57
ITM12342,Automotive,37,32,13,5,36.43,6.08,0.95,L45
ITM12343,Groceries,168,27,12,8,21.56,7.73,0.51,L58
ITM12344,Apparel,495,39,12,2,5.73,2.23,0.77,L6
ITM12345,Electronics,246,35,14,7,2.96,2.11,0.68,L94
ITM12346,Pharma,233,25,11,3,24.47,8.7,0.53,L46
ITM12347,Electronics,379,86,10,6,30.37,5.23,0.14,L79
ITM12348,Apparel,170,48,13,5,4.86,2.84,0.77,L56
ITM12349,Automotive,211,42,6,8,15.06,7.04,0.43,L36
ITM12350,Automotive,470,35,14,7,16.78,8.97,0.3,L82
ITM12351,Automotive,59,57,9,8,28.58,6.51,0.95,L8
ITM12352,Pharma,261,74,12,8,14.65,3.8,0.8,L10
ITM12353,Groceries,157,47,5,7,5.69,5.09,0.97,L86
ITM12354,Groceries,364,11,11,6,9.08,7.65,0.33,L82
ITM12355,Electronics,199,15,12,7,9.52,1.14,0.85,L52
ITM12356,Pharma,219,55,6,3,42.29,2.56,0.65,L47
ITM12357,Automotive,222,59,4,9,14.93,4.89,0.98,L66
ITM12358,Automotive,80,47,12,8,36.02,6.24,0.95,L96
ITM12359,Apparel,211,97,7,6,28.82,3.72,0.98,L87
ITM12360,Apparel,24,27,4,8,48.87,3.33,0.96,L21
ITM12361,Automotive,397,36,12,7,14.37,0.89,0.11,L4
ITM12362,Automotive,256,50,8,6,8.76,0.81,0.77,L19
ITM12363,Pharma,200,81,13,6,3.55,3.15,0.34,L78
ITM12364,Groceries,330,83,12,2,12.81,5.54,0.73,L87
ITM12365,Apparel,56,26,3,2,34.52,5.79,0.98,L57
ITM12366,Groceries,75,71,8,9,5.18,5.19,0.14,L5
ITM12367,Pharma,462,38,6,2,12.99,4.39,0.61,L17
ITM12368,Automotive,256,67,5,7,42.91,2.9,0.76,L9
ITM12369,Groceries,377,79,4,5,29.56,4.31,0.33,L31
ITM12370,Automotive,368,87,9,3,4.41,1.82,0.3,L100
ITM12371,Automotive,216,31,11,7,3.34,1.59,0.15,L83
ITM12372,Electronics,92,15,14,8,4.0,3.35,0.18,L47
ITM12373,Groceries,78,35,5,2,47.15,9.96,0.69,L47
ITM12374,Groceries,259,48,8,6,42.64,3.6,0.55,L50
ITM12375,Automotive,21,21,11,7,42.4,9.4,0.13,L73
ITM12376,Pharma,468,23,4,6,46.29,4.23,0.97,L5
ITM12377,Electronics,379,31,9,9,25.76,4.67,0.69,L78
ITM12378,Automotive,207,60,7,8,13.12,8.07,0.56,L20
ITM12379,Apparel,326,32,7,6,20.67,1.39,0.35,L87
ITM12380,Apparel,49,57,13,6,36.22,2.23,0.69,L58
ITM12381,Electronics,286,80,9,9,43.93,9.75,0.43,L48
ITM12382,Pharma,495,59,11,4,22.32,5.31,0.73,L48
ITM12383,Automotive,127,98,6,5,27.23,0.92,0.71,L57
ITM12384,Groceries,351,22,11,3,46.66,0.95,0.18,L98
ITM12385,Electronics,442,94,13,3,6.27,9.12,0.92,L10
ITM12386,Pharma,109,19,12,2,43.25,8.8,0.54,L74
ITM12387,Groceries,224,64,11,4,8.81,4.85,0.45,L18
ITM12388,Apparel,398,18,6,7,24.71,2.05,0.96,L68
ITM12389,Apparel,475,88,5,9,11.7,8.39,0.49,L47
ITM12390,Groceries,466,61,4,7,30.54,3.58,0.75,L51
ITM12391,Electronics,467,11,11,3,28.37,4.48,0.69,L41
ITM12392,Apparel,464,34,14,5,19.62,6.98,0.25,L84
ITM12393,Automotive,400,22,4,6,43.3,3.86,0.99,L36
ITM12394,Groceries,457,60,8,8,33.33,6.47,0.52,L32
ITM12395,Groceries,239,67,7,2,36.34,8.91,0.46,L15
ITM12396,Apparel,397,43,7,5,8.38,8.08,0.93,L4
ITM12397,Electronics,113,44,6,3,44.28,4.13,0.58,L95
ITM12398,Automotive,476,12,8,4,9.18,3.24,0.73,L24
ITM12399,Electronics,122,68,7,2,11.92,3.21,0.86,L64
ITM12400,Pharma,242,79,13,9,7.27,3.81,0.31,L67
ITM12401,Pharma,205,57,6,3,22.58,5.19,0.25,L50
ITM12402,Apparel,488,73,11,7,44.5,4.46,0.16,L72
ITM12403,Apparel,203,28,8,2,13.37,1.76,0.91,L16
ITM12404,Apparel,181,76,13,9,19.31,2.05,0.28,L34
ITM12405,Pharma,266,91,12,3,42.46,3.76,0.38,L100
ITM12406,Electronics,50,82,12,7,31.27,5.84,0.36,L34
ITM12407,Electronics,71,85,12,8,37.83,6.13,0.37,L91
ITM12408,Apparel,364,14,5,7,11.49,5.12,0.7,L58
ITM12409,Automotive,95,76,12,6,36.11,7.52,0.96,L28
ITM12410,Electronics,404,20,8,9,12.15,7.5,0.4,L79
ITM12411,Pharma,458,77,3,9,49.38,4.56,0.47,L37
ITM12412,Groceries,297,78,7,4,28.43,1.68,0.79,L89
ITM12413,Groceries,59,10,12,9,35.09,5.54,0.49,L63
ITM12414,Groceries,120,72,8,6,6.8,4.12,0.93,L26
ITM12415,Automotive,130,38,13,3,13.28,1.81,0.55,L16
ITM12416,Apparel,404,91,10,8,7.85,9.83,0.41,L18
ITM12417,Pharma,340,21,13,5,20.12,4.01,0.97,L10
ITM12418,Automotive,268,86,11,8,14.92,6.45,0.48,L58
ITM12419,Pharma,210,50,13,8,36.91,5.16,0.31,L23
ITM12420,Pharma,201,11,5,9,6.33,1.86,0.26,L92
ITM12421,Apparel,445,46,4,8,37.85,1.03,1.0,L57
ITM12422,Groceries,424,54,6,9,3.24,6.44,0.78,L12
ITM12423,Apparel,354,89,10,6,10.9,2.85,0.47,L88
ITM12424,Automotive,228,57,13,5,39.81,2.81,0.84,L41
ITM12425,Automotive,41,33,10,7,37.4,9.59,0.59,L86
ITM12426,Automotive,185,31,5,9,24.34,4.89,0.39,L45
ITM12427,Apparel,118,20,6,3,3.45,0.78,0.77,L91
ITM12428,Pharma,227,67,5,4,30.88,3.73,0.77,L9
ITM12429,Pharma,27,55,12,5,20.93,6.05,0.55,L71
ITM12430,Electronics,209,38,4,3,16.51,3.62,0.14,L70
ITM12431,Automotive,194,44,6,9,32.38,0.76,0.17,L38
ITM12432,Pharma,292,24,8,5,22.39,4.72,0.81,L39
ITM12433,Electronics,36,69,13,9,5.53,1.51,0.84,L21
ITM12434,Pharma,109,51,13,6,45.88,6.38,0.71,L92
ITM12435,Automotive,160,52,7,3,39.15,6.39,0.86,L91
ITM12436,Groceries,164,89,5,6,3.76,0.86,0.75,L90
ITM12437,Automotive,185,83,4,2,26.73,3.26,0.91,L82
ITM12438,Apparel,356,58,11,3,5.09,4.43,0.24,L23
ITM12439,Pharma,97,73,3,5,42.03,5.73,0.45,L47
ITM12440,Pharma,448,41,11,2,31.04,3.31,0.52,L66
ITM12441,Apparel,281,73,3,6,9.45,3.23,0.37,L29
ITM12442,Apparel,182,11,9,6,2.02,9.84,0.75,L16
ITM12443,Groceries,385,33,8,5,2.55,0.9,0.92,L26
ITM12444,Pharma,33,96,9,2,25.86,9.9,0.47,L18
ITM12445,Pharma,258,75,5,8,36.98,0.95,0.95,L31
ITM12446,Groceries,91,47,5,7,6.92,3.24,0.57,L64
ITM12447,Electronics,464,40,13,4,11.84,5.19,0.57,L4
ITM12448,Groceries,162,35,3,5,17.04,1.86,0.64,L47
ITM12449,Automotive,329,38,6,6,11.69,1.78,0.34,L71
ITM12450,Pharma,302,76,14,3,20.18,2.93,0.45,L74
ITM12451,Apparel,288,87,4,2,28.42,9.75,0.6,L48
ITM12452,Automotive,260,34,12,9,34.56,4.11,0.95,L60
